,norank,superkingdom,kingdom,phylum,subphylum,class,order,family,genus,species,subtree,subtree_rank
KU199001,Carangaria incertae sedis_1489905,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Polynemidae_30917,Polynemus_232320,Polynemus dubius_1807190,,class
MT408027,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Littorinimorpha_216294,Bursidae_74048,Bufonaria_1229233,Bufonaria rana_2039348,,phylum
KY776452,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Testudines_8459,Chelidae_8461,Chelodina_44490,Chelodina steindachneri_2080851,,subphylum
AY771989,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Arthropoda_6656,Hexapoda_6960,,Diplura_29997,Japygidae_79735,Japyx_62007,Japyx solifugus_296598,,subphylum
MN419026,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Littorinimorpha_216294,Naticidae_208830,Euspira_488657,Euspira gilva_2713330,,phylum
AP006799,Ovalentaria incertae sedis_1489909,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Opistognathidae_270589,Opistognathus_270590,Opistognathus evermanni_270591,,class
MT755652,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Nassariidae_6483,Tritia_1912890,Tritia denticulata_1934726,,phylum
FJ841967,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Ostreida_6562,Ostreidae_6563,Crassostrea_6564,Crassostrea iredalei_167541,,phylum
MT762151,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Nassariidae_6483,Tritia_1912890,Tritia grana_1934729,,phylum
MW244823,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Littorinimorpha_216294,Xenophoridae_906789,Xenophora_159996,Xenophora japonica_2821805,,phylum
MG917696,Eupercaria incertae sedis_1489923,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Sciaenidae_30870,Johnius_240164,Johnius borneensis_499536,,class
MT727012,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Crocodylia_1294634,Crocodylidae_8493,Crocodylus_8500,Crocodylus palustris_184238,,subphylum
AP006826,Eupercaria incertae sedis_1489923,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Scatophagidae_30869,Scatophagus_75037,Scatophagus argus_75038,,class
MG755811,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Cardiida_2783445,Cardiidae_55708,Tridacna_52939,Tridacna derasa_80831,,phylum
MT916745,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Mytilida_6546,Mytilidae_6547,Bathymodiolus_12965,Bathymodiolus marisindicus_268467,,phylum
DQ273698,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Crocodylia_1294634,Crocodylidae_8493,Crocodylus_8500,Crocodylus porosus_8502,,subphylum
JN990599,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Arthropoda_6656,Hexapoda_6960,,Diplura_29997,Parajapygidae_165471,Parajapyx_165472,Parajapyx emeryanus_165473,,subphylum
MT554039,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Crocodylia_1294634,Alligatoridae_1294636,Melanosuchus_38655,Melanosuchus niger_38656,,subphylum
MN400051,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Olividae_57613,Amalda_698012,Amalda depressa_2878510,,phylum
KY117237,Eupercaria incertae sedis_1489923,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Sciaenidae_30870,Protonibea_335059,Protonibea diacanthus_335060,,class
JF802204,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Testudines_8459,Podocnemididae_329146,Podocnemis_44505,Podocnemis unifilis_227871,,subphylum
KY124261,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Stylommatophora_6527,Cerionidae_216367,Cerion_145431,Cerion uva_1108933,,phylum
JX125584,Cyprinoidei intergeneric hybrids_564289,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,Cypriniformes_7952,,,Ctenopharyngodon idella x Megalobrama amblycephala_1204564,,order
KY857554,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Testudines_8459,Chelidae_8461,Emydura_44499,Emydura victoriae_578127,,subphylum
KF601246,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Pectinida_106218,Pectinidae_6566,Argopecten_31198,Argopecten purpuratus_228297,,phylum
KU310918,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Ostreida_6562,Ostreidae_6563,Saccostrea_33508,Saccostrea glomerata_157728,,phylum
AP014550,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Venerida_6580,Vesicomyidae_6588,Isorropodon_1130735,Isorropodon fossajaponicum_1871144,,phylum
MF491544,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Conidae_6489,Conus_6490,Conus maioensis_289039,,phylum
MN594531,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Unionida_47521,Unionidae_47526,Anodonta_47527,Anodonta anatina_143294,,phylum
GU186888,Cyprinoidei intergeneric hybrids_564289,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,Cypriniformes_7952,,,Carassius auratus x Cyprinus carpio_211488,,order
MW727512,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Venerida_6580,Cyrenidae_1176409,Corbicula_45948,Corbicula fluminea_45949,,phylum
DQ080047,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Testudines_8459,Testudinidae_8487,Testudo_86974,Testudo marginata_101701,,subphylum
KC848655,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Unionida_47521,Unionidae_47526,Solenaia_165459,Solenaia carinata_1903492,,phylum
JF284687,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Littorinimorpha_216294,Pomatiopsidae_56139,Oncomelania_56140,Oncomelania hupensis_56141,,phylum
MW829660,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Littorinimorpha_216294,Littorinidae_31212,Littoraria_45696,Littoraria intermedia_45698,,phylum
HQ452830,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Systellommatophora_36931,Onchidiidae_42451,Onchidium_69681,Onchidium reevesii_2547651,,phylum
MH140429,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Buccinidae_37796,Penion_128481,Penion chathamensis_130476,,phylum
MG181942,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Littorinimorpha_216294,Ranellidae_69569,Charonia_500096,Charonia lampas_500097,,phylum
AB535195,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,,Batillariidae_145542,Batillaria_75120,Batillaria cumingii_149336,,phylum
KR362246,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Venerida_6580,Mactridae_6581,Mactra_120569,Mactra antiquata_2302425,,phylum
EF211990,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Caudofoveata_52919,Chaetodermatida_53693,Chaetodermatidae_53689,Chaetoderma_53690,Chaetoderma nitidulum_256131,,phylum
KY213964,Carangaria incertae sedis_1489905,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Centropomidae_8184,Psammoperca_329029,Psammoperca waigiensis_329030,,class
EU861053,Eupercaria incertae sedis_1489923,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Malacanthidae_30851,Branchiostegus_270561,Branchiostegus albus_545417,,class
KX060991,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Unionida_47521,Unionidae_47526,Lamprotula_165451,Lamprotula caveata_265750,,phylum
MN594533,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Unionida_47521,Unionidae_47526,Anodonta_47527,Anodonta exulcerata_2030908,,phylum
JX455823,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Testudines_8459,Geoemydidae_328320,Cyclemys_74915,Cyclemys dentata_74916,,subphylum
KJ872545,Eupercaria incertae sedis_1489923,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Siganidae_75382,Siganus_75041,Siganus canaliculatus_75042,,class
LT599484,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Testudines_8459,Testudinidae_8487,Chelonoidis_904181,Chelonoidis chilensis_904182,,subphylum
KP100055,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Testudines_8459,Geoemydidae_328320,Mauremys_74925,Mauremys leprosa_176197,,subphylum
MW662602,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Venerida_6580,Veneridae_6592,Venus_55714,Venus verrucosa_55715,,phylum
KP676936,Ovalentaria incertae sedis_1489909,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Pomacentridae_30863,Chrysiptera_80978,Chrysiptera biocellata_1268085,,class
MK035573,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Buccinidae_37796,Buccinum_37540,Buccinum undatum_37541,,phylum
MW662608,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Venerida_6580,Veneridae_6592,Venus_55714,Venus verrucosa_55715,,phylum
AF366350,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Testudines_8459,Trionychidae_34907,Dogania_159309,Dogania subplana_159310,,subphylum
MF491520,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Conidae_6489,Conus_6490,Conus raulsilvai_289047,,phylum
KT382829,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Buccinidae_37796,Volutharpa_620736,Volutharpa perryi_620741,,phylum
MH924166,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Cephalaspidea_69554,Haminoeidae_114747,Bullacta_127532,Bullacta exarata_127533,,phylum
MW727517,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Myida_278205,Dreissenidae_45950,Mytilopsis_45970,Mytilopsis leucophaeata_45971,,phylum
MG979464,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Littorinimorpha_216294,Tateidae_1345660,Potamopyrgus_145636,Potamopyrgus antipodarum_145637,,phylum
HQ416443,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Buccinidae_37796,Babylonia_128466,Babylonia areolata_304850,,phylum
DQ991934,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Nudibranchia_70849,Polyceridae_71317,Notodoris_351412,Notodoris gardineri_407123,,phylum
MW478832,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Cephalopoda_6605,Sepiida_551287,Sepiolidae_34531,Neorossia_411452,Neorossia caroli_411453,,phylum
MK478016,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Littorinimorpha_216294,Naticidae_208830,Euspira_488657,Euspira gilva_2713330,,phylum
EF433576,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,,Planorbidae_6524,Biomphalaria_6525,Biomphalaria tenagophila_112528,,phylum
MK559363,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Pleurotomariida_2315725,Pleurotomariidae_55844,Perotrochus_55845,Perotrochus charlestonensis_1963238,,phylum
OK356905,Clupeocephala_186625,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,Cypriniformes_7952,,Paedocypris_432420,Paedocypris progenetica_643344,,order
MH330331,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Mytilida_6546,Mytilidae_6547,Perumytilus_1605177,Perumytilus purpuratus_390823,,phylum
KT326917,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Unionida_47521,Unionidae_47526,Unio_55836,Unio delphinus_461120,,phylum
MH346210,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Nassariidae_6483,Nassarius_6484,Nassarius javanus_1246589,,phylum
MF491604,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Conidae_6489,Conus_6490,Conus fernandesi_1443303,,phylum
MG431962,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,,Planorbidae_6524,Biomphalaria_6525,Biomphalaria pfeifferi_112525,,phylum
AY345048,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Systellommatophora_36931,Onchidiidae_42451,Onchidella_36932,Onchidella celtica_36933,,phylum
MN607980,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Stylommatophora_6527,Arionidae_6540,Arion_6542,Arion vulgaris_1028688,,phylum
MW484942,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Cephalopoda_6605,Sepiida_551287,Sepiadariidae_243078,Sepiadarium_243079,Sepiadarium kochi_243080,,phylum
MN594535,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Unionida_47521,Unionidae_47526,Pseudanodonta_143295,Pseudanodonta complanata_143296,,phylum
MT947385,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Venerida_6580,Vesicomyidae_6588,Abyssogena_1181305,Abyssogena southwardae_1181306,,phylum
KU589290,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Pectinida_106218,Pectinidae_6566,Argopecten_31198,Argopecten irradians_31199,,phylum
DQ529237,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Arthropoda_6656,Hexapoda_6960,,Diplura_29997,Campodeidae_61993,Campodea_89972,Campodea lubbocki_383858,,subphylum
KP716638,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Architaenioglossa_75116,Cochlostomatidae_1663723,Obscurella_1663724,Obscurella hidalgoi_1663726,,phylum
KM192127,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Mytilida_6546,Mytilidae_6547,Mytilus_6548,Mytilus trossulus_6551,,phylum
MK530652,Eupercaria incertae sedis_1489923,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Sciaenidae_30870,Atrobucca_1003938,Atrobucca nibe_1003939,,class
MH119311,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Littorinimorpha_216294,Littorinidae_31212,Melarhaphe_58618,Melarhaphe neritoides_58619,,phylum
MT991018,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Mytilida_6546,Mytilidae_6547,Mytella_40258,Mytella strigata_362471,,phylum
KY242717,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Mytilida_6546,Mytilidae_6547,Modiolus_40255,Modiolus kurilensis_1647520,,phylum
KR736333,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Stylommatophora_6527,Geomitridae_1920660,Cernuella_145649,Cernuella virgata_145650,,phylum
KT326918,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Unionida_47521,Unionidae_47526,Unio_55836,Unio delphinus_461120,,phylum
KJ754823,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Venerida_6580,Mactridae_6581,Mactra_120569,Mactra chinensis_339787,,phylum
MW122292,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Testudines_8459,Emydidae_8476,Trachemys_34902,Trachemys scripta_34903,,subphylum
MT727017,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Crocodylia_1294634,Crocodylidae_8493,Crocodylus_8500,Crocodylus mindorensis_184236,,subphylum
DQ080041,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Testudines_8459,Testudinidae_8487,Stigmochelys_1358125,Stigmochelys pardalis_569598,,subphylum
ON018806,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Muricidae_39476,Tylothais_2706835,Tylothais aculeata_2706836,,phylum
KM603509,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Nassariidae_6483,Nassarius_6484,Nassarius variciferus_462233,,phylum
KJ713173,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Testudines_8459,Chelidae_8461,Chelodina_44490,Chelodina longicollis_44491,,subphylum
MW027646,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Nudibranchia_70849,Aeolidiidae_195871,Berghia_929455,Berghia stephanieae_1287507,,phylum
KP716634,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Littorinimorpha_216294,Naticidae_208830,Naticarius_488662,Naticarius hebraeus_488663,,phylum
KY679834,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Architaenioglossa_75116,Viviparidae_54976,Sinotaia_200190,Sinotaia quadrata_200191,,phylum
HM174255,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Littorinimorpha_216294,Vermetidae_69691,Thylacodes_765161,Thylacodes squamigerus_766170,,phylum
HQ853256,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Testudines_8459,Geoemydidae_328320,Notochelys_204957,Notochelys platynota_204958,,subphylum
MG722906,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Stylommatophora_6527,Philomycidae_59819,Meghimatium_318264,Meghimatium bilineatum_318265,,phylum
KF897830,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Buccinidae_37796,Babylonia_128466,Babylonia lutosa_128467,,phylum
AY484748,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Scaphopoda_32584,Dentaliida_32585,Dentaliidae_39426,Graptacme_55751,Graptacme eborea_55752,,phylum
AB028237,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,,Acteonidae_71511,Pupa_96459,Pupa strigosa_96460,,phylum
MW662599,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Venerida_6580,Veneridae_6592,Venus_55714,Venus verrucosa_55715,,phylum
MF683075,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Nudibranchia_70849,Chromodorididae_71294,Hypselodoris_71310,Hypselodoris apolegma_1174615,,phylum
MK994776,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Unionida_47521,Unionidae_47526,Pilsbryoconcha_178824,Pilsbryoconcha exilis_178825,,phylum
KJ415053,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Aplysiida_6497,Aplysiidae_6498,Aplysia_6499,Aplysia kurodai_6501,,phylum
OM910830,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Myida_278205,Xylophagaidae_183505,Xylophaga_183506,Xylophaga dorsalis_1526741,,phylum
KY697386,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Littorinimorpha_216294,Baicaliidae_69433,Baicalia_96608,Baicalia turriformis_96609,,phylum
KU342669,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Cycloneritida_977767,Neritopsidae_200171,Titiscania_200180,Titiscania limacina_200181,,phylum
KY290447,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Unionida_47521,Unionidae_47526,Unio_55836,Unio crassus_143297,,phylum
JN107636,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Stylommatophora_6527,Helicidae_6533,Cylindrus_649474,Cylindrus obtusus_649475,,phylum
AB715401,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Cephalopoda_6605,Teuthida_551290,Ommastrephidae_6626,Ommastrephes_6632,Ommastrephes bartramii_61679,,phylum
MT947384,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Venerida_6580,Vesicomyidae_6588,Abyssogena_1181305,Abyssogena phaseoliformis_1871145,,phylum
MF491539,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Conidae_6489,Conus_6490,Conus venulatus_289052,,phylum
KX499480,Eupercaria incertae sedis_1489923,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Pomacanthidae_30862,Centropyge_109718,Centropyge deborae_1445868,,class
MK478019,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Littorinimorpha_216294,Naticidae_208830,Glossaulax_2510773,Glossaulax reiniana_2510774,,phylum
LC469295,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Littorinimorpha_216294,Cypraeidae_69557,Monetaria_217784,Monetaria annulus_217785,,phylum
GU936625,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Mytilida_6546,Mytilidae_6547,Mytilus_6548,Mytilus trossulus_6551,,phylum
OM910809,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Myida_278205,Teredinidae_114952,Bankia_120362,Bankia setacea_693219,,phylum
KX646542,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Trochida_2315720,Trochidae_6466,Steromphala_2072689,Steromphala umbilicaris_2072697,,phylum
KM192129,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Mytilida_6546,Mytilidae_6547,Mytilus_6548,Mytilus trossulus_6551,,phylum
MF784266,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Venerida_6580,Mactridae_6581,Lutraria_457844,Lutraria maxima_971267,,phylum
KM655841,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Mytilida_6546,Mytilidae_6547,Perna_38948,Perna perna_94826,,phylum
MK721549,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Mytilida_6546,Mytilidae_6547,Septifer_29160,Septifer bilocularis_102393,,phylum
AB240154,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Cephalopoda_6605,Teuthida_551290,Loliginidae_6615,Sepioteuthis_34569,Sepioteuthis lessoniana_34570,,phylum
EU861054,Eupercaria incertae sedis_1489923,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Malacanthidae_30851,Branchiostegus_270561,Branchiostegus argentatus_545418,,class
MT916744,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Mytilida_6546,Mytilidae_6547,Bathymodiolus_12965,Bathymodiolus childressi_114452,,phylum
MH051332,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Ostreida_6562,Ostreidae_6563,Crassostrea_6564,Crassostrea belcheri_36929,,phylum
KX815963,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,,Laternulidae_182724,Laternula_182725,Laternula truncata_1199070,,phylum
JF969276,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Venerida_6580,Veneridae_6592,Paphia_223146,Paphia amabilis_676961,,phylum
FJ605487,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Lepetellida_2315723,Haliotidae_6451,Haliotis_6452,Haliotis tuberculata_36103,,phylum
MK347498,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Cephalopoda_6605,Sepiida_551287,Sepiidae_6608,Sepia_6609,Sepia latimanus_34528,,phylum
MT762152,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Nassariidae_6483,Tritia_1912890,Tritia incrassata_1973334,,phylum
MT661575,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Cephalopoda_6605,Teuthida_551290,Ommastrephidae_6626,Sthenoteuthis_34552,Sthenoteuthis oualaniensis_34553,,phylum
JN606066,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Ellobiida_2340871,Ellobiidae_69683,Auriculinella_999261,Leucophytia bidentata_999262,,phylum
